"","Sequence","mcg","gvh","alm","mit","erl","pox","vac","nuc","class"
"645","MSN2_YEAST",0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,8
"646","MSN4_YEAST",0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,8
"657","RU1A_YEAST",0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,8
"658","YKH4_YEAST",0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,8
"663","YN46_YEAST",0.58,0.56,0.52,0.25,0.5,0,0.57,0.35,8
"668","NAB2_YEAST",0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,8
"669","NAB3_YEAST",0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,8
"674","NAP1_YEAST",0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,8
"678","NDC1_YEAST",0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,8
"679","CB31_YEAST",0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,8
"681","NFS1_YEAST",0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,8
"682","ADA3_YEAST",0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,8
"683","NHP2_YEAST",0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,8
"684","NHPA_YEAST",0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,8
"685","NHPB_YEAST",0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,8
"686","NI96_YEAST",0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,8
"689","NMD2_YEAST",0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,8
"691","FBRL_YEAST",0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,8
"692","NOP2_YEAST",0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,8
"693","NOP4_YEAST",0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,8
"694","NOT3_YEAST",0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,8
"695","NOP3_YEAST",0.44,0.34,0.61,0.13,0.5,0,0.49,0.26,8
"696","NSP1_YEAST",0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,8
"697","NSR1_YEAST",0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,8
"700","RNC1_YEAST",0.47,0.47,0.5,0.15,0.5,0,0.5,0.48,8
"701","NUF1_YEAST",0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,8
"702","NUF2_YEAST",0.64,0.76,0.51,0.18,0.5,0,0.46,0.22,8
"703","NUP1_YEAST",0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,8
"704","N100_YEAST",0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,8
"705","N116_YEAST",0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,8
"706","YK62_YEAST",0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,8
"707","NUP2_YEAST",0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,8
"708","NU49_YEAST",0.69,0.62,0.49,0,1,0,0.47,0.22,8
"715","OPI1_YEAST",0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,8
"717","ORC2_YEAST",0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,8
"718","YHR8_YEAST",0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,8
"724","PAP_YEAST",0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,8
"741","PDR1_YEAST",0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,8
"742","PDR3_YEAST",0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,8
"744","PDS1_YEAST",0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,8
"752","PES4_YEAST",0.67,0.46,0.58,0.3,0.5,0,0.57,0.27,8
"767","PGD1_YEAST",0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,8
"772","PHD1_YEAST",0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,8
"777","PHO4_YEAST",0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,8
"780","PH80_YEAST",0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,8
"782","PH85_YEAST",0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,8
"784","PHR_YEAST",0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,8
"786","PIK1_YEAST",0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,8
"801","PMS1_YEAST",0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,8
"804","POB1_YEAST",0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,8
"805","DPOA_YEAST",0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,8
"806","DPO2_YEAST",0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,8
"807","DPOE_YEAST",0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,8
"808","DPOD_YEAST",0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,8
"809","PCNA_YEAST",0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,8
"810","DPO4_YEAST",0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,8
"811","P152_YEAST",0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,8
"812","POP2_YEAST",0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,8
"817","PPR1_YEAST",0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,8
"828","PRI1_YEAST",0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,8
"829","PRI2_YEAST",0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,8
"832","PR16_YEAST",0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,8
"833","PR18_YEAST",0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,8
"834","PR19_YEAST",0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,8
"835","PR02_YEAST",0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,8
"836","PR21_YEAST",0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,8
"837","PR22_YEAST",0.68,0.39,0.5,0.15,0.5,0,0.48,0.37,8
"838","PR28_YEAST",0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,8
"839","PR38_YEAST",0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,8
"840","PR39_YEAST",0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,8
"841","PR04_YEAST",0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,8
"842","PR05_YEAST",0.33,0.21,0.53,0.15,1,0,0.52,0.5,8
"843","PR06_YEAST",0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,8
"844","PR08_YEAST",0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,8
"845","PR09_YEAST",0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,8
"852","SNM1_YEAST",0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,8
"862","PUT3_YEAST",0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,8
"873","RAD1_YEAST",0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,8
"874","RA10_YEAST",0.61,0.39,0.53,0.14,0.5,0,0.43,0.26,8
"875","RA14_YEAST",0.39,0.16,0.59,0.08,0.5,0,0.51,0.27,8
"876","RA16_YEAST",0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,8
"877","RA18_YEAST",0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,8
"878","RAD2_YEAST",0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,8
"879","RA23_YEAST",0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,8
"880","RA26_YEAST",0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,8
"881","RAD3_YEAST",0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,8
"882","RAD4_YEAST",0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,8
"883","RAD5_YEAST",0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,8
"884","RA50_YEAST",0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,8
"885","RA51_YEAST",0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,8
"886","RA52_YEAST",0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,8
"887","RA54_YEAST",0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,8
"888","RA55_YEAST",0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,8
"889","RA57_YEAST",0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,8
"890","UBC2_YEAST",0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,8
"891","RAD7_YEAST",0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,8
"892","RAD9_YEAST",0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,8
"893","SRS2_YEAST",0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,8
"896","RAP1_YEAST",0.54,0.53,0.53,0.17,0.5,0,0.51,0.39,8
"899","RAT1_YEAST",0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,8
"901","REB1_YEAST",0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,8
"902","R102_YEAST",0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,8
"903","R104_YEAST",0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,8
"904","R114_YEAST",0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,8
"905","RED1_YEAST",0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,8
"907","DPOX_YEAST",0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,8
"908","RFA1_YEAST",0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,8
"909","RFA2_YEAST",0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,8
"910","RFA3_YEAST",0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,8
"911","RFC2_YEAST",0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,8
"912","RFC3_YEAST",0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,8
"913","RFC4_YEAST",0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,8
"914","RFT1_YEAST",0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,8
"915","RGM1_YEAST",0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,8
"918","RIF1_YEAST",0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,8
"922","RME1_YEAST",0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,8
"924","RN12_YEAST",0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,8
"925","RN14_YEAST",0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,8
"926","RN15_YEAST",0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,8
"927","ROX1_YEAST",0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,8
"928","ROX3_YEAST",0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,8
"939","RPA9_YEAST",0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,8
"940","RPA2_YEAST",0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,8
"941","RPA1_YEAST",0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,8
"942","RPA3_YEAST",0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,8
"943","RPBX_YEAST",0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,8
"944","RPBY_YEAST",0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,8
"945","RPB2_YEAST",0.34,0.48,0.47,0.19,0.5,0,0.5,0.3,8
"946","RPB3_YEAST",0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,8
"947","RPB4_YEAST",0.38,0.44,0.55,0.44,0.5,0,0.47,0.51,8
"948","RPB5_YEAST",0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,8
"949","RPB6_YEAST",0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,8
"950","RPB7_YEAST",0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,8
"951","RPB8_YEAST",0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,8
"952","RPB9_YEAST",0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,8
"953","RPCX_YEAST",0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,8
"954","RPC2_YEAST",0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,8
"955","RPC9_YEAST",0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,8
"956","RPC8_YEAST",0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,8
"957","RPC6_YEAST",0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,8
"958","RPC5_YEAST",0.38,0.38,0.54,0.24,0.5,0,0.54,0.22,8
"959","RPC4_YEAST",0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,8
"960","RPC3_YEAST",0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,8
"961","RPD3_YEAST",0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,8
"1003","RPB1_YEAST",0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,8
"1004","RPC1_YEAST",0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,8
"1029","RRN6_YEAST",0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,8
"1030","RRN7_YEAST",0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,8
"1031","RTG1_YEAST",0.41,0.46,0.58,0.08,0.5,0,0.51,0.28,8
"1044","S160_YEAST",0.46,0.49,0.55,0.18,0.5,0,0.56,0.22,8
"1080","SEN1_YEAST",0.47,0.37,0.46,0.28,0.5,0,0.52,0.99,8
"1081","SEN2_YEAST",0.48,0.5,0.47,0.29,0.5,0,0.46,0.27,8
"1083","SFL1_YEAST",0.49,0.49,0.52,0.18,0.5,0,0.51,0.25,8
"1084","SFP1_YEAST",0.54,0.59,0.57,0.34,0.5,0,0.49,0.22,8
"1092","NOT4_YEAST",0.47,0.44,0.53,0.18,0.5,0,0.47,0.29,8
"1093","SIN3_YEAST",0.4,0.49,0.53,0.23,0.5,0,0.44,0.26,8
"1094","SIN4_YEAST",0.45,0.65,0.51,0.17,0.5,0,0.49,0.22,8
"1095","SIP2_YEAST",0.42,0.42,0.55,0.31,0.5,0,0.43,0.22,8
"1096","SIR1_YEAST",0.45,0.41,0.53,0.49,0.5,0,0.49,0.31,8
"1097","SIR2_YEAST",0.42,0.28,0.49,0.22,0.5,0,0.55,0.34,8
"1098","SIR3_YEAST",0.47,0.5,0.47,0.22,0.5,0,0.53,0.45,8
"1099","SIR4_YEAST",0.33,0.42,0.55,0.23,0.5,0,0.52,0.43,8
"1101","SIS2_YEAST",0.37,0.47,0.49,0.12,0.5,0,0.47,0.31,8
"1102","SKI3_YEAST",0.32,0.6,0.48,0.13,0.5,0,0.53,0.22,8
"1104","SKN7_YEAST",0.46,0.56,0.56,0.25,0.5,0,0.43,0.22,8
"1105","SKO1_YEAST",0.47,0.55,0.57,0.17,0.5,0,0.52,0.66,8
"1110","SLU7_YEAST",0.19,0.16,0.68,0.36,0.5,0,0.49,0.21,8
"1113","SMC1_YEAST",0.47,0.56,0.51,0.2,0.5,0,0.52,0.59,8
"1114","SMC2_YEAST",0.4,0.75,0.44,0.12,0.5,0,0.49,0.22,8
"1115","SMD1_YEAST",0.48,0.55,0.58,0.18,0.5,0,0.38,0.69,8
"1123","SNF2_YEAST",0.33,0.47,0.55,0.24,0.5,0,0.45,0.67,8
"1126","SNF5_YEAST",0.66,0.43,0.57,0.6,0.5,0,0.19,0.33,8
"1127","SNF6_YEAST",0.55,0.4,0.62,0.22,0.5,0,0.37,0.28,8
"1128","RU17_YEAST",0.33,0.46,0.6,0.18,0.5,0,0.51,0.26,8
"1129","SNP2_YEAST",0.51,0.5,0.54,0.11,0.5,0,0.6,0.22,8
"1130","YBC6_YEAST",0.54,0.6,0.57,0.17,0.5,0,0.44,0.22,8
"1134","SOF1_YEAST",0.36,0.32,0.55,0.27,0.5,0,0.47,0.43,8
"1135","SOK1_YEAST",0.46,0.41,0.45,0.23,0.5,0,0.48,0.22,8
"1136","SON1_YEAST",0.4,0.39,0.6,0.23,0.5,0,0.52,0.31,8
"1140","SPB4_YEAST",0.57,0.55,0.51,0.18,0.5,0,0.51,0.43,8
"1141","SPK1_YEAST",0.44,0.43,0.46,0.28,0.5,0,0.45,0.29,8
"1142","SP11_YEAST",0.46,0.5,0.5,0.28,0.5,0,0.5,0.37,8
"1145","SX18_YEAST",0.38,0.58,0.46,0.21,0.5,0,0.52,0.22,8
"1147","SP10_YEAST",0.27,0.46,0.52,0.17,0.5,0,0.49,0.44,8
"1148","SP14_YEAST",0.52,0.45,0.45,0.13,0.5,0,0.48,0.22,8
"1149","TF2D_YEAST",0.37,0.29,0.45,0.15,0.5,0,0.49,0.22,8
"1150","SPT2_YEAST",0.37,0.48,0.67,0.37,0.5,0,0.56,0.62,8
"1151","SP21_YEAST",0.44,0.59,0.54,0.18,0.5,0,0.49,0.22,8
"1152","SP23_YEAST",0.48,0.65,0.36,0.24,0.5,0,0.54,0.31,8
"1153","SPT3_YEAST",0.59,0.49,0.45,0.22,0.5,0,0.45,0.31,8
"1154","SPT4_YEAST",0.73,0.52,0.59,0.25,0.5,0,0.51,0.22,8
"1155","SPT5_YEAST",0.5,0.43,0.5,0.17,0.5,0,0.46,0.47,8
"1156","SPT6_YEAST",0.23,0.13,0.51,0.16,0.5,0,0.53,0.51,8
"1157","SPT7_YEAST",0.49,0.6,0.54,0.35,0.5,0,0.53,0.46,8
"1158","SPT8_YEAST",0.52,0.31,0.56,0.16,0.5,0,0.55,0.22,8
"1159","SRB2_YEAST",0.49,0.48,0.51,0.21,0.5,0,0.53,0.22,8
"1160","SRB4_YEAST",0.49,0.6,0.42,0.18,0.5,0,0.58,0.28,8
"1161","SRB5_YEAST",0.6,0.62,0.54,0.11,0.5,0,0.51,0.22,8
"1162","SRB6_YEAST",0.55,0.47,0.53,0.2,0.5,0,0.4,0.22,8
"1163","SCA1_YEAST",0.47,0.32,0.51,0.24,0.5,0,0.54,0.27,8
"1164","SRD1_YEAST",0.53,0.25,0.59,0.27,0.5,0,0.45,0.26,8
"1165","RCC_YEAST",0.31,0.5,0.54,0.32,0.5,0,0.53,0.31,8
"1166","SRPI_YEAST",0.25,0.33,0.48,0.18,0.5,0,0.42,0.33,8
"1179","SSB1_YEAST",0.44,0.39,0.63,0.11,0.5,0,0.49,0.26,8
"1182","RA25_YEAST",0.38,0.42,0.47,0.12,0.5,0,0.47,0.53,8
"1183","SSN6_YEAST",0.19,0.66,0.6,0.14,0.5,0,0.2,0.25,8
"1190","ST12_YEAST",0.38,0.51,0.56,0.21,0.5,0,0.48,0.31,8
"1198","STE5_YEAST",0.45,0.57,0.52,0.21,0.5,0,0.54,0.38,8
"1202","STH1_YEAST",0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,8
"1204","STP1_YEAST",0.48,0.54,0.56,0.29,0.5,0,0.51,0.43,8
"1207","TF2B_YEAST",0.58,0.64,0.42,0.3,0.5,0,0.54,0.22,8
"1211","SUG1_YEAST",0.58,0.37,0.58,0.16,0.5,0,0.51,0.22,8
"1221","ADR6_YEAST",0.48,0.17,0.37,0.33,0.5,0,0.44,0.36,8
"1222","SWI3_YEAST",0.47,0.47,0.5,0.19,0.5,0,0.51,0.26,8
"1223","SWI4_YEAST",0.55,0.38,0.52,0.16,0.5,0,0.49,0.64,8
"1224","SWI5_YEAST",0.41,0.39,0.61,0.17,0.5,0,0.5,0.61,8
"1225","SWI6_YEAST",0.41,0.56,0.53,0.16,0.5,0,0.55,0.26,8
"1230","TBF1_YEAST",0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,8
"1241","TF3B_YEAST",0.49,0.51,0.52,0.13,0.5,0,0.51,0.33,8
"1242","TEC1_YEAST",0.45,0.4,0.56,0.15,0.5,0,0.52,0.22,8
"1247","T2EA_YEAST",0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,8
"1248","YK42_YEAST",0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,8
"1249","TFB1_YEAST",0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,8
"1250","TFC1_YEAST",0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,8
"1251","TF3A_YEAST",0.41,0.59,0.65,0.14,0.5,0,0.49,0.33,8
"1252","TFC3_YEAST",0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,8
"1253","TFC4_YEAST",0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,8
"1272","TYSY_YEAST",0.47,0.46,0.53,0.12,0.5,0,0.51,0.25,8
"1273","TOA1_YEAST",0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,8
"1274","TOA2_YEAST",0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,8
"1275","TOP1_YEAST",0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,8
"1276","TOP2_YEAST",0.45,0.36,0.5,0.19,0.5,0,0.53,0.7,8
"1277","TOP3_YEAST",0.53,0.51,0.54,0.21,0.5,0,0.45,0.22,8
"1290","TRNL_YEAST",0.49,0.38,0.49,0.15,0.5,0,0.53,0.25,8
"1299","TSM1_YEAST",0.5,0.5,0.48,0.34,0.5,0,0.52,0.27,8
"1306","TUP1_YEAST",0.5,0.43,0.56,0.17,0.5,0,0.35,0.22,8
"1307","TYE7_YEAST",0.36,0.52,0.61,0.33,0.5,0,0.52,0.37,8
"1320","UGA3_YEAST",0.49,0.36,0.47,0.28,0.5,0,0.56,0.54,8
"1322","UME5_YEAST",0.34,0.42,0.48,0.19,0.5,0,0.46,0.31,8
"1323","UME6_YEAST",0.6,0.57,0.63,0.22,0.5,0,0.5,0.49,8
"1324","UNG_YEAST",0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,8
"1326","PYR1_YEAST",0.56,0.49,0.47,0.13,0.5,0,0.52,0.22,8
"1331","YEU2_YEAST",0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,8
"1356","XRS2_YEAST",0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,8
"1360","YAB9_YEAST",0.4,0.45,0.45,0.15,0.5,0,0.53,0.48,8
"1363","YAF1_YEAST",0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,8
"1367","PDR4_YEAST",0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,8
"1375","YBC4_YEAST",0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,8
"1377","YBG6_YEAST",0.28,0.41,0.46,0.18,0.5,0,0.47,0.39,8
"1383","YB00_YEAST",0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,8
"1385","YB32_YEAST",0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,8
"1388","YB48_YEAST",0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,8
"1410","YCW2_YEAST",0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,8
"1413","YCZ6_YEAST",0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,8
"1419","YE14_YEAST",0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,8
"1423","YHA9_YEAST",0.47,0.4,0.63,0.19,0.5,0,0.52,0.32,8
"1426","RIMI_YEAST",0.33,0.38,0.47,0.14,0.5,0,0.51,0.47,8
"1436","YHP0_YEAST",0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,8
"1442","YHX8_YEAST",0.4,0.43,0.49,0.17,0.5,0,0.51,0.36,8
"1448","YIG3_YEAST",0.34,0.24,0.51,0.15,0.5,0,0.54,0.4,8
"1449","YIN0_YEAST",0.35,0.29,0.46,0.14,0.5,0,0.54,0.66,8
"1452","YKJ5_YEAST",0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,8
"1453","YKA5_YEAST",0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,8
"1455","MAOX_YEAST",0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,8
"1456","YKD8_YEAST",0.38,0.4,0.39,0.19,0.5,0,0.46,0.62,8
"1464","YKW2_YEAST",0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,8
"1465","YKY8_YEAST",0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,8
"1466","YK44_YEAST",0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,8
"1473","YOX1_YEAST",0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,8
"1481","ZIP1_YEAST",0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,8
"1483","ZUO1_YEAST",0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,8
"44","ALG8_YEAST",0.41,0.54,0.39,0.2,0.5,0,0.51,0.22,6
"50","ALP1_YEAST",0.42,0.24,0.34,0.16,0.5,0,0.5,0.22,6
"52","YHB9_YEAST",0.41,0.53,0.45,0.14,0.5,0,0.52,0.66,6
"86","ATR1_YEAST",0.28,0.58,0.21,0.13,0.5,0,0.51,0.22,6
"87","YBR8_YEAST",0.39,0.44,0.35,0.16,0.5,0,0.55,0.22,6
"96","BET1_YEAST",0.38,0.5,0.37,0.26,0.5,0,0.43,0.22,6
"101","BOS1_YEAST",0.36,0.58,0.35,0.24,0.5,0,0.44,0.22,6
"102","BSD2_YEAST",0.36,0.43,0.39,0.12,0.5,0,0.49,0.22,6
"106","CAN1_YEAST",0.44,0.59,0.36,0.16,0.5,0,0.52,0.22,6
"125","ATU1_YEAST",0.54,0.55,0.34,0.31,0.5,0,0.54,0.22,6
"137","CC25_YEAST",0.39,0.58,0.5,0.26,0.5,0,0.54,0.59,6
"166","PSS_YEAST",0.35,0.45,0.43,0.11,0.5,0,0.56,0.22,6
"167","PEM1_YEAST",0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,6
"168","CHS1_YEAST",0.26,0.5,0.33,0.28,0.5,0,0.51,0.22,6
"169","CHS2_YEAST",0.39,0.42,0.38,0.4,0.5,0,0.49,0.47,6
"170","CHS3_YEAST",0.26,0.44,0.3,0.11,0.5,0,0.51,0.47,6
"222","CPT1_YEAST",0.47,0.54,0.37,0.14,0.5,0,0.5,0.22,6
"233","CTR1_YEAST",0.36,0.37,0.33,0.14,0.5,0,0.57,0.31,6
"249","DAL4_YEAST",0.55,0.42,0.34,0.3,0.5,0,0.52,0.22,6
"250","DAL5_YEAST",0.34,0.42,0.3,0.23,0.5,0,0.53,0.22,6
"273","ATC4_YEAST",0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,6
"281","ATN2_YEAST",0.36,0.49,0.3,0.22,0.5,0,0.52,0.31,6
"286","EPT1_YEAST",0.29,0.43,0.4,0.15,0.5,0,0.53,0.22,6
"287","ERD1_YEAST",0.52,0.75,0.37,0.14,0.5,0,0.46,0.22,6
"289","ERG1_YEAST",0.58,0.6,0.43,0.12,0.5,0,0.55,0.22,6
"295","ER24_YEAST",0.63,0.61,0.41,0.22,0.5,0,0.51,0.22,6
"296","ERG3_YEAST",0.58,0.53,0.38,0.18,0.5,0,0.52,0.22,6
"297","ERG4_YEAST",0.36,0.46,0.43,0.19,0.5,0,0.48,0.22,6
"301","FDFT_YEAST",0.53,0.68,0.42,0.19,0.5,0,0.53,0.22,6
"315","FCY2_YEAST",0.46,0.35,0.33,0.17,0.5,0,0.55,0.22,6
"316","FET3_YEAST",0.54,0.55,0.42,0.22,0.5,0,0.48,0.22,6
"317","FET4_YEAST",0.39,0.44,0.28,0.12,0.5,0,0.46,0.27,6
"325","FPS1_YEAST",0.42,0.52,0.4,0.17,0.5,0,0.5,0.26,6
"331","FU34_YEAST",0.37,0.34,0.32,0.22,0.5,0,0.56,0.22,6
"333","FUR4_YEAST",0.35,0.56,0.36,0.3,0.5,0,0.53,0.25,6
"341","GAL2_YEAST",0.44,0.51,0.37,0.15,0.5,0,0.51,0.22,6
"345","GAP1_YEAST",0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,6
"368","GEF1_YEAST",0.49,0.31,0.34,0.13,0.5,0,0.52,0.22,6
